-1 -1 -1 -1
1 9 2 0
9 9 9 0
9 9 9 0
9 2 9 -1
9 9 9 -1
-1 -1 -1 -1
9 8 9 9
9 9 9 9
1 9 9 0
9 9 9 -1
-1 -1 -1 -1
9 9 9 9
-1 -1 -1 0.0
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
9 9 9 9
9 9 9 0
1 4 9 0
9 -2 9 0
9 9 9 0
9 9 9 0
9 9 9 9
9 9 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
8 9 9 -1
9 5 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
6 9 2 -1
9 9 9 9
9 9 9 9
9 9 9 -1
9 9 9 -1
9 9 9 -1
2 9 2 -1
9 8 9 -1
9 2 9 -1
1 9 9 -1
2 2 2 1.818411387
9 2 9 -1
2 0.704545455 2 1.845496618
9 9 9 0
9 9 0 -1
9 9 9 -1
9 9 9 -1
6 9 4 -1
9 0 9 -1
9 9 9 -1
2 2 9 -1
9 9 8 -1
9 2 9 -1
9 9 0 -1
8 9 9 -1
9 9 9 -1
9 9 9 -1
5 1 7 0
-1 -1 -1 -1
-1 -1 -1 -1
-1 -1 -1 0.0
9 9 9 -1
9 9 1 -1
9 9 9 -1
8 1 8 -1
9 9 9 0
9 9 9 -1
9 8 9 -1
9 9 9 -1
4 3 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
8 9 9 9
9 9 8 -1
1 3 1 4
9 9 9 -1
3 9 3 -1
9 0 9 -1
-1 -1 -1 -1
9 9 9 9
9 9 9 9
-1 -1 -1 -1
9 9 9 -1
-1 -1 -1 0.0
8 9 9 9
1 2 0 -1
9 9 9 9
9 9 9 9
9 9 9 9
9 9 9 9
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
1 9 3 -1
9 9 9 -1
9 9 8 -1
-1 -1 -1 -1
1 9 9 9
9 9 9 9
9 9 8 -1
9 9 9 9
9 9 9 9
2 2 0 -1
8 9 9 9
9 9 1 -1
9 9 9 9
9 9 9 -1
9 9 0 -1
8 9 9 -1
9 9 9 9
9 8 9 9
9 8 9 9
9 9 9 9
9 9 9 -1
6 9 6 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
2 9 2 -1
2 9 3 0
9 2 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
2 9 2 -1
9 9 9 0
9 9 9 -1
9 8 9 0
9 9 9 -1
9 9 8 0
-1 -1 -1 -1
8 -2 9 0
9 9 9 -1
-1 -1 -1 -1
9 8 9 9
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 9
9 9 6 -1
-1 -1 -1 -1
9 9 9 9
9 9 8 -1
9 9 9 -1
-1 -1 -1 0.0
-1 -1 -1 -1
9 9 9 9
9 9 9 -1
-1 -1 -1 0.0
9 9 9 9
-1 -1 -1 0.0
-1 -1 -1 0.0
9 4 9 -1
9 1 9 8
9 9 9 -1
9 9 1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
2 9 2 -1
9 9 8 -1
9 9 8 -1
8 9 9 0
2 9 3 -1
9 8 9 -1
9 9 9 -1
9 9 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
3 9 2 -1
2 9 1 -1
-1 -1 -1 -1
9 9 9 -1
-1 -1 -1 -1
9 9 8 -1
9 2 9 -1
9 9 9 -1
9 9 9 -1
1 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 0 9 -1
9 9 9 0
8 9 9 -1
9 3 9 -1
9 9 9 -1
1 9 0.22 2.71
0.41 0.788461538 0.22 2.61
9 9 9 -1
2 0.428571429 1 3.0
0.35 0.673076923 0.13 2.9
0.29 0.527272727 0.16 2.87
0.38 0.655172414 0.14 3.55
1 8 9 -1
2 0.3625 0.141772152 2.38
9 9 9 -1
3 9 3 -1
9 9 9 0
4 9 0 -1
9 9 9 -1
-1 -1 -1 -1
9 2 9 -1
2 9 3 -1
9 9 9 -1
9 9 9 0
-1 -1 -1 0.0
-1 -1 -1 -1
9 5 9 9
0.64 1.28 0.03 1.49
0.41 0.719298246 0.07 1.83
0.32 0.571428571 0.01 1.61
9 9 9 0
0.49 0.907407407 0.03 1.6
9 9 9 0
0.59 1.229166667 0.18 1.48
9 9 9 0
0.86 1.68627451 2 1.57
9 9 9 0
9 1 9 0
1 9 9 -1
9 9 9 0
4 9 9 0
9 9 9 9
9 2 9 0
0 0 9 0
0.52 0.912280702 2 1.68
9 9 9 0
9 3 9 0
9 9 9 9
0.69 1.408163265 0.09 1.64
0 0 9 0
9 0 9 0
9 1 9 9
0.47 0.903846154 0.05 1.56
0.34 0.618181818 0.02 1.67
9 8 9 0
9 2 9 0
9 9 9 -1
8 2 9 -1
9 9 9 -1
-1 -1 -1 0.0
2 5 9 -1
9 9 8 -1
9 9 9 -1
-1 -1 -1 -1
9 1 9 -1
9 9 9 -1
9 9 9 -1
9 8 9 -1
9 1 9 -1
3 9 9 -1
0.31 0.673913043 1 2.4
0.4 0.8 0.21 2.75
-1 -1 -1 -1
0.43 0.843137255 0.26 2.88
4 9 1 -1
9 9 9 -1
1 9 4 -1
1 1 1 0
1 9 2 9
9 9 9 -1
2 9 9 -1
3 9 4 -1
8 9 9 -1
9 9 9 7
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 9
1 9 9 9
9 9 1 -1
9 9 9 0
1 2 1 2.04
9 8 9 -1
0 0 9 0
9 9 9 -1
9 2 9 -1
9 9 9 -1
9 4 9 -1
9 6 9 -1
7 3 6 9
9 9 9 -1
1 0.64516129 2 1.839917655
-1 -1 -1 0.0
1 0.571428571 2 2.334104938
9 9 9 -1
-1 -1 -1 0.0
0.53 1.472222222 0.42 2.12
0.36 0.972972973 0.41 1.86
9 9 9 -1
0.3 0.681818182 0.26 2.33
9 8 0 9
9 9 0 -1
0.525206037 1.053004292 0.150379964 1.869057872
-1 -1 -1 0.0
-1 -1 -1 0.0
0.59 1.053571429 0.11 2.22
0.55 1.1 2 2.11
2 1.148148148 2 2
0.57 1.036363636 0.04 2.01
-1 -1 -1 0.0
9 8 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 3 -1
2 9 9 -1
9 8 9 -1
-1 -1 -1 -1
9 9 9 -1
9 3 9 -1
-1 -1 -1 -1
9 9 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
9 9 8 -1
9 2 9 -1
9 3 1 -1
9 2 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 8
9 9 9 -1
9 9 9 -1
9 4 3 9
1 1 3 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 6 9 -1
9 2 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
9 -2 0 0
9 9 9 -1
9 9 8 -1
4 9 3 -1
0.52 1.083333333 0.2 2.64
9 2 9 -1
9 9 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
5 9 6 -1
9 9 9 -1
0 3 9 -1
9 0 9 -1
0 9 9 -1
9 9 6 -1
9 9 9 -1
0 9 9 -1
2 9 3 -1
-1 -1 -1 -1
9 9 9 -1
9 0 9 -1
2 9 2 -1
9 9 9 -1
2 0.64 2 2.44
2 0.67 2 2.39
9 9 8 9
2 9 2 -1
-1 -1 -1 -1
9 1 9 -1
9 9 9 -1
9 9 9 0
-1 -1 -1 -1
9 9 9 -1
2 9 4 -1
9 9 9 -1
1 1 3 -1
9 9 9 -1
9 7 9 -1
9 9 9 -1
-1 -1 -1 0.0
0.36 2 0.31 2.13
9 9 9 -1
9 9 9 -1
2 2 0.22 2.43
9 9 8 9
2 2 0.42 1.93
3 9 4 9
9 9 9 -1
1 2 2 2.31
1 2 2 2.14
2 2 0.36 1.91
9 2 9 -1
2 7 9 9
2 0.76744186 2 2.22464809
-1 -1 -1 -1
-1 -1 -1 -1
9 9 9 -1
2 2 0.19 2.37
9 9 9 9
-1 -1 -1 -1
9 1 9 9
4 9 4 -1
9 9 8 -1
2 2 2 2.1
0.32 0.711111111 0.21 2.162629758
1 3 9 0
0.406504065 0.833333333 0.182926829 2.19610974
1 9 9 -1
0.51 0.98 9 2.15323724
8 9 9 -1
9 9 9 -1
9 0 9 -1
9 2 9 -1
9 9 9 -1
9 9 9 9
1 0 0.24 2.08
9 5 9 -1
9 5 8 -1
9 9 9 -1
9 2 9 -1
7 9 4 -1
2 0 2 2.05
8 9 9 -1
9 9 9 9
9 9 9 -1
9 9 2 -1
9 9 9 -1
0.1 2 2 2
9 9 8 -1
8 9 9 9
9 9 9 -1
8 9 8 -1
9 8 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 2 -1
9 9 9 -1
9 8 9 -1
9 9 9 -1
8 9 9 0
-1 -1 -1 -1
9 9 2 -1
9 9 9 -1
9 9 9 -1
9 4 9 -1
9 9 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 8 -1
3 2 3 9
9 9 8 -1
1 9 1 0
0 0 2 0
5 4 5 -1
1 1 9 0
0 9 6 -1
0.37 0.770833333 0.22 2.1
1 3 1 0
9 9 9 -1
9 1 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
8 9 9 -1
9 9 8 -1
9 9 9 -1
0.34 1.5625 0 1.5625
9 9 9 9
-1 -1 -1 -1
2 1.680384088 0 1.680384088
9 1 9 -1
2 1.5625 0 1.5625
0.64 1.595567867 2 1.595567867
2 1.610946746 0 1.610946746
9 9 9 -1
9 9 8 -1
9 9 9 -1
9 1 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
-1 -1 -1 -1
1 9 9 9
9 8 9 -1
-1 -1 -1 -1
0 -2 9 0
0.34 0.53968254 0 2.42779881
0.48 2 0 1.84
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
8 9 9 -1
1 1 3 9
-1 -1 -1 -1
9 9 9 9
9 9 9 -1
1 9 9 -1
8 0 9 -1
-1 -1 -1 -1
9 8 9 -1
9 1 9 9
9 9 9 -1
9 9 9 9
9 9 9 8
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
8 2 9 -1
9 9 9 -1
1 9 1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 2 9 -1
9 9 9 -1
9 2 9 -1
9 9 9 -1
9 2 9 -1
9 9 9 -1
3 6 3 -1
9 9 9 -1
8 1 9 -1
9 2 9 -1
1 9 3 -1
9 9 9 -1
9 9 9 -1
9 2 9 -1
0 0 2 0
9 9 9 -1
9 9 9 0
9 4 9 -1
9 9 9 9
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
8 9 9 9
8 9 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 9
9 7 2 9
1 9 9 -1
9 9 9 9
-1 -1 -1 0.0
9 9 9 -1
9 9 8 0
9 8 9 -1
8 1 9 -1
9 9 9 8
9 9 9 -1
9 9 9 0
-1 -1 -1 -1
9 8 9 -1
9 9 9 0
9 9 8 9
1 9 3 -1
7 9 9 9
9 9 9 -1
6 9 3 -1
9 9 2 9
9 0 9 9
9 9 9 9
9 9 9 -1
9 9 9 -1
9 9 9 0
9 9 9 -1
9 8 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 9
9 0 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
1 9 5 -1
9 8 9 -1
0 -2 0 0
9 8 8 -1
-1 -1 -1 0.0
9 1 0 -1
9 9 9 -1
9 9 9 8
-1 -1 -1 0.0
-1 -1 -1 0.0
9 9 9 -1
-1 -1 -1 0.0
9 8 9 -1
9 9 0 -1
2 9 2 -1
9 9 9 -1
9 9 0 -1
8 0 8 -1
9 9 8 -1
0 2 9 -1
9 9 9 -1
9 9 9 -1
0 9 9 -1
8 1 9 0
9 2 8 0
9 9 9 -1
9 9 9 -1
9 9 9 9
9 9 9 -1
-1 -1 -1 -1
0.21 0.36 0.42 2.26
0.22 0.88 0.55 1.67
9 9 9 -1
-1 -1 -1 -1
-1 -1 -1 0.0
9 9 9 9
9 9 1 9
9 9 9 4
9 9 9 -1
9 9 9 -1
9 9 7 -1
9 9 9 -1
9 8 9 -1
9 9 9 -1
9 1 9 -1
9 9 9 -1
9 9 9 0
9 9 9 -1
9 9 9 -1
9 9 9 0
9 2 9 -1
9 4 9 -1
9 9 8 0
9 9 9 -1
2 2 1 1.85
3 9 3 -1
8 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 9
9 9 9 -1
9 0 9 -1
4 9 9 -1
2 2 0.49 1.81
0.22 2 2 1.83
9 4 9 -1
9 9 9 -1
9 9 9 8
9 9 0 -1
9 0 9 -1
8 9 9 9
9 9 9 9
2 2 1 1.3
2 9 4 -1
0.284023669 1.144861452 0.556213018 1.668039888
0.23 0.84 0.52 1.81
8 9 9 -1
9 9 9 9
8 4 9 9
9 9 9 8
9 3 9 0
2 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 0
0 9 1 -1
9 2 9 -1
9 6 9 -1
8 9 9 9
9 9 9 -1
9 9 9 -1
9 9 0 -1
9 9 9 -1
9 2 9 -1
-1 -1 -1 -1
9 9 9 4
9 9 9 -1
9 9 9 9
9 2 9 -1
9 0 9 -1
9 9 9 -1
2 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 0 9 -1
9 9 8 -1
9 1 9 0
9 9 2 -1
9 9 9 -1
2 1 2 -1
3 9 2 0
9 9 9 -1
9 9 2 -1
9 9 9 0
3 9 3 0
5 9 5 -1
9 8 9 -1
9 9 9 9
9 9 9 -1
-1 -1 -1 0.0
9 9 9 9
9 8 9 9
9 2 9 0
9 4 9 -1
9 8 8 -1
9 9 9 -1
-1 -1 -1 -1
2 0 1 -1
9 9 9 -1
8 9 9 0
9 9 9 -1
5 9 2 0
2 6 2 -1
9 9 9 0
9 1 9 -1
-1 -1 -1 0.0
8 9 9 9
9 9 9 9
9 9 9 0
9 9 9 -1
-1 -1 -1 -1
1 2 0 1.61
-1 -1 -1 -1
9 0 9 -1
4 9 2 0
2 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 0
-1 -1 -1 -1
3 9 2 -1
9 -2 0 0
2 2 0 2
9 9 9 0
9 9 0 9
-1 -1 -1 -1
0.593457944 0 0.009345794 2.035377778
2 0.94 0 2
9 9 9 -1
9 3 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
9 9 9 -1
9 3 9 -1
9 9 9 -1
2 9 9 -1
9 1 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
-1 -1 -1 0.0
-1 -1 -1 0.0
9 2 9 -1
9 9 9 -1
8 2 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
9 9 8 -1
9 2 9 -1
-1 -1 -1 -1
-1 -1 -1 0.0
9 0 2 -1
9 1 9 -1
9 1 9 -1
-1 -1 -1 0.0
0 9 3 -1
9 9 1 9
9 8 9 9
9 3 9 -1
9 9 9 9
9 9 9 4
1 0 2 9
9 9 9 9
8 9 9 9
-1 -1 -1 -1
9 9 9 -1
9 5 9 -1
9 9 9 -1
9 9 4 2
9 9 9 9
9 9 9 9
9 9 9 -1
9 9 9 9
9 9 9 9
9 9 9 -1
9 1 9 -1
9 8 9 9
9 9 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
9 9 9 2
0.49 0.803278689 0 2.58
9 9 9 9
9 9 9 9
9 9 9 0
9 9 9 4
9 9 9 9
9 8 9 9
2 2 2 2.53
2 0.644067797 0 2.226253464
0.37 0.627118644 2 2.32
0.37 0.637931034 2 2.36
1 0.862068966 0.03 2.29
0.42 0.677419355 0.02 2
1 9 3 -1
0.51 0.86440678 0.03 2.26
9 9 9 -1
6 4 6 -1
9 9 8 -1
9 9 9 -1
9 9 8 -1
9 9 8 -1
9 2 9 -1
9 9 9 9
9 9 9 9
9 9 9 0
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 9 9 0
9 1 9 -1
9 9 9 -1
9 1 8 -1
5 1 9 -1
9 9 9 -1
9 0 9 -1
-1 -1 -1 0.0
9 9 9 -1
9 1 9 -1
9 1 9 -1
9 2 9 -1
9 9 9 -1
0.681697613 1.235576923 0 2.168716431
9 9 9 -1
9 9 9 -1
9 2 9 -1
9 9 9 9
9 3 9 9
9 2 9 -1
9 3 9 -1
9 9 9 -1
9 1 9 -1
9 9 9 -1
1 9 1 -1
9 9 9 -1
1 9 9 -1
9 9 9 -1
2 0.59 0.34 1.85
2 1 2 2.0
2 2 2 2.06
9 9 9 9
9 9 9 9
9 9 9 9
-1 -1 -1 -1
3 2 3 0
9 1 9 -1
9 9 9 -1
9 3 9 -1
9 1 9 -1
2 2 0.47 1.94
9 9 0 -1
9 9 9 -1
9 0 0 -1
9 9 9 0
9 0 9 -1
9 9 9 -1
9 7 9 -1
9 9 9 -1
9 3 9 -1
9 9 9 -1
9 9 9 6
9 2 9 -1
8 9 9 9
9 9 2 -1
2 9 9 -1
-1 -1 -1 -1
9 9 9 9
8 9 9 -1
9 2 9 9
2 9 2 -1
9 9 1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 1 9 9
9 1 9 -1
9 9 9 -1
9 9 0 0
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
8 9 9 9
-1 -1 -1 0.0
9 9 9 -1
-1 -1 -1 -1
9 9 9 0
9 9 9 -1
9 -2 9 0
9 9 8 9
0.836578406 2.142368178 0.322508399 1.670740622
0.607528789 1.532839587 0.309699687 1.693538077
9 9 8 9
9 9 9 9
9 9 9 0
9 9 9 9
4 9 0 9
9 9 9 9
9 9 9 8
9 9 9 9
9 8 9 9
9 9 9 0
2 9 2 0
2 1 1 9
0.573394017 1.622014742 0.42236737 1.907187239
0.424748898 1.605251313 0.494541268 1.629264539
9 9 9 -1
2 1 1 1.77
2 2 2 2
9 9 9 -1
-1 -1 -1 -1
9 9 9 8
0.325285896 0.962406015 0.393900889 2.085241983
9 9 9 2.019390582
0.310126582 0.839041096 0.346835443 2.108901925
0.374613003 0 0.356037152 2.1952908
9 9 9 2.030625
0.318909091 0.894897959 0.372727273 2.040816327
9 9 9 -1
0.304761905 0.849557522 0.365079365 1.977539063
9 9 9 -1
5 9 6 -1
9 9 8 -1
1 9 9 9
-1 -1 -1 -1
-1 -1 -1 -1
9 -2 9 0
9 9 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 3 9 -1
9 9 9 -1
9 9 9 9
9 9 9 -1
9 9 9 9
9 9 8 -1
4 8 4 -1
